10,216
13,358
5,264
15,3210
5,34
8,467
7,294
10,430
13,220
10,1215
7,292
10,5054
15,703
15,9666
10,2149
6,117
5,245
8,1766
16,23924
6,1196
5,260
14,383
16,3405
15,12443
5,153
10,3872
12,1225
15,12345
6,109
13,9827
7,177
16,16317
16,6036
15,738
15,3244
14,14354
11,9
13,11589
16,536
7,249
13,899
5,617
15,381
8,767
8,829
7,1446
6,24
11,667
14,5496
6,714
6,234
10,597
11,6047
6,261
10,666
9,1053
13,581
10,4468
5,111
8,1218
13,1163
12,1995
6,459
12,769
5,14
14,987
7,368
7,572
9,268
9,1199
8,382
9,3104
11,4452
16,10481
10,1683
14,10238
6,117
11,1017
16,4858
13,8203
8,3152
6,615
12,3277
10,2573
7,445
15,8952
8,1779
16,6639
13,90
16,16103
15,5108
10,4818
16,9028
13,6478
9,3941
7,753
8,197
14,1256
6,508
12,2255
7,18
11,3970
10,3360
15,5219
5,350
12,3571
14,5844
11,301
16,347
6,58
8,502
9,512
9,2678
5,158
11,495
6,664
13,2373
10,3528
13,3619
11,1071
9,3745
8,1440
15,5000
10,730
13,8418
10,72
13,576
14,7941
9,3076
15,810
8,2753
8,265
13,1864
12,2861
13,2499
13,9972
8,2797
5,661
8,2082
9,1012
10,1204
11,2349
5,107
13,4342
16,14629
7,348
7,436
8,1625
8,371
13,5625
15,13419
9,760
14,272
8,3176
7,361
7,186
9,862
7,1041
14,888
9,42
10,48
8,2453
11,180
12,3327
6,1048
10,1018
16,9923
5,233
6,757
14,299
11,1989
13,6496
6,468
9,1250
7,322
15,1786
9,62
13,5948
12,381
16,19436
5,123
12,414
10,2121
5,224
16,20653
9,2393
12,2083
13,4087
14,6895
8,442
11,2734
13,7152
11,3629
12,3420
12,1207
16,5740
10,4458
13,5970
9,2998
9,80
5,531
6,47
10,2681
12,1784
14,274
11,1121
7,866
15,1089
5,86
8,475
13,1239
6,732
16,932
7,633
6,546
12,6313
10,840
12,1111
16,772
6,1166
14,8775
5,311
14,3747
8,1245
6,939
14,3363
7,316
5,159
8,545
7,263
12,3640
5,222
12,656
5,172
8,975
11,3470
6,14
11,3920
13,11463
7,377
5,48
7,325
15,5972
6,461
12,4365
13,12126
13,151
14,294
13,240
7,894
13,3486
14,9923
9,3238
8,2976
13,4219
7,666
15,8050
14,7784
14,11510
6,821
12,1259
10,1964
13,4028
9,1748
14,9531
11,3019
6,1160
5,276
11,152
8,132
13,7609
13,97
13,566
9,420
14,3122
12,311
16,12490
16,1230
12,557
10,2405
5,17
16,438
8,99
11,2995
8,1521
16,1595
5,283
14,2781
5,412
6,265
8,1190
9,2124
14,8826
8,2049
5,132
11,250
9,2003
13,550
8,1636
12,5698
13,681
16,754
5,367
5,534
13,75
6,165
15,2960
10,764
12,492
8,1088
7,191
8,1286
6,1067
13,6276
15,1425
12,851
11,969
9,1699
12,2486
11,583
8,3384
12,8277
16,7699
6,506
9,2386
12,2365
16,4738
10,774
9,1130
5,485
13,544
13,5943
9,2616
8,410
14,5331
7,1590
6,534
7,183
9,4277
16,395
15,4820
8,1289
12,3710
12,362
11,1077
9,97
5,446
12,6931
11,294
9,1594
16,15479
8,1415
7,236
15,5507
12,6080
15,5963
12,524
5,538
10,908
15,8045
8,1471
9,3022
8,3276
10,1421
13,1718
9,890
16,726
10,4130
7,1056
12,213
16,2762
9,3469
10,365
15,1331
13,706
7,926
7,974
16,12915
9,3651
14,3802
14,14046
8,92
10,3988
12,1201
5,40
14,636
12,968
8,1949
10,618
8,66
13,3240
8,2436
16,1782
7,1104
9,475
8,1729
12,2166
9,2929
16,4488
10,4891
7,1202
10,1341
10,4821
10,4201
6,402
12,5678
10,3185
12,3162
9,469
7,398
13,563
11,1330
16,774
12,337
10,3240
6,552
12,151
11,4679
8,556
7,1033
10,1158
7,106
7,84
11,686
11,5442
14,10924
10,2984
13,1152
11,586
5,196
11,3902
15,2741
16,15787
10,378
15,3855
6,392
8,1607
13,8133
16,18838
8,760
14,5596
12,1664
11,6316
9,1229
12,3252
5,531
7,125
8,678
12,3602
9,2892
12,990
15,1322
10,248
10,881
5,32
13,6049
10,476
16,4645
15,9702
12,3933
9,615
8,1491
8,471
11,2944
11,64
9,416
11,6546
12,1465
13,6681
11,244
7,186
8,24
7,1550
7,609
11,4264
6,1269
5,20
6,336
11,572
15,1548
15,3091
6,390
8,1089
5,233
12,7961
5,129
10,61
12,536
8,1621
6,616
6,276
7,1331
6,778
12,38
5,66
5,28
5,44
6,65
13,5040
7,1336
11,641
7,1002
16,3641
13,6913
9,2250
14,7404
7,1185
8,1212
8,2296
9,1366
5,353
11,6977
6,294
11,910
6,1010
5,9
8,1731
10,3387
13,1035
11,4733
7,137
9,351
12,5051
11,1261
11,3426
8,337
8,1693
7,535
10,499
7,114
14,1758
16,9462
8,294
6,716
14,1898
7,544
7,1246
7,784
5,342
5,225
11,816
16,1799
15,7771
12,1480
12,563
5,76
12,208
10,738
9,390
14,10782
16,7741
8,367
13,4186
14,8322
12,4049
15,11209
9,3525
15,1790
15,180
8,21
16,959
9,95
16,9715
10,1992
12,7795
15,2902
16,17601
8,2037
5,471
5,550
9,514
8,952
14,7148
15,68
12,889
7,572
15,2890
9,3631
7,457
6,1331
5,547
7,383
12,4260
12,4112
6,241
13,2079
13,1844
15,3366
9,3426
5,223
10,802
7,1023
6,129
12,9158
5,352
5,25
5,488
16,5591
16,7094
16,12642
13,117
7,1901
12,6515
10,272
9,295
16,9892
6,1050
12,6790
15,862
9,407
10,127
6,45
6,433
12,5019
10,54
16,434
10,320
15,16291
13,6252
15,4547
12,4080
5,142
16,12509
7,690
12,1593
6,696
10,219
5,282
5,20
13,357
8,1538
10,293
14,2671
5,256
10,3518
9,104
12,221
16,127
7,1642
16,19477
14,568
7,501
8,6
9,156
12,8387
12,4752
5,140
10,21
10,2385
11,2896
16,1450
10,169
10,2948
6,201
7,980
10,804
13,297
13,893
11,2117
13,316
6,726
8,735
15,839
8,258
6,363
12,1369
11,668
13,6739
12,3178
16,896
12,1890
12,1252
11,286
7,1141
8,1579
12,6739
15,8686
5,20
5,217
10,1074
12,7567
10,27
9,2131
14,6280
14,978
13,9074
13,6069
13,1634
11,2468
13,4506
13,922
14,3548
11,5278
8,416
11,3301
10,706
7,148
10,893
16,790
13,4707
5,228
13,731
15,4580
16,1592
5,319
10,3047
15,16302
9,1019
12,1683
8,1809
15,103
7,40
16,19499
8,1095
10,790
15,6238
16,17900
16,8334
10,1090
6,931
11,569
16,6086
5,310
15,5971
7,267
16,1018
10,4592
6,226
16,18033
11,780
10,230
11,3591
10,127
13,7476
11,2766
6,568
10,355
6,394
11,990
6,443
5,512
14,1223
13,113
7,36
10,1641
14,9966
6,223
8,733
15,16229
11,626
14,361
13,9282
16,2425
12,200
14,6662
5,7
12,749
5,595
7,54
12,2037
16,4938
7,1826
16,17335
6,72
12,1636
13,4752
9,1828
8,24
8,789
13,5066
15,6002
11,4621
6,689
13,604
8,1083
5,482
12,2356
11,4303
14,625
7,175
10,822
10,4660
12,670
7,1638
14,12200
6,359
8,461
15,488
15,8804
14,1090
5,622
16,11482
14,1055
6,264
11,119
9,2439
12,4945
11,425
13,6084
13,432
14,4514
15,6688
5,199
9,269
5,253
16,168
9,4299
9,1092
11,2766
7,1594
5,78
7,126
16,1141
7,537
9,108
9,244
9,2052
11,4815
11,2878
9,167
13,2141
7,1126
5,184
11,5875
12,137
14,875
10,765
8,467
13,1836
9,3580
15,4012
12,797
7,1142
14,3366
5,650
16,873
14,465
14,8866
5,284
11,3645
10,402
5,32
8,2871
10,52
6,40
6,745
5,23
10,5949
7,1312
13,480
15,9580
9,905
5,341
7,245
7,774
16,8086
5,497
10,5407
14,2877
13,3982
16,5115
7,44
12,2235
16,1319
15,8917
11,4912
16,9943
16,15515
11,3303
12,3977
11,38
12,485
11,612
10,2689
8,806
9,273
16,404
15,198
10,524
8,184
14,458
14,20
16,3066
6,54
6,1313
5,681
11,1882
14,3445
10,4277
10,2210
16,579
12,2743
14,13908
14,233
14,6381
9,2585
15,3201
5,401
13,947
11,2928
6,907
9,2666
12,104
13,8735
5,39
9,1706
13,2006
10,1819
6,840
16,3634
12,491
7,30
14,9888
15,9445
8,137
16,443
14,986
14,12339
13,1400
11,2469
9,2681
15,4371
7,1468
12,8009
13,4839
16,1157
7,1434
6,139
8,1859
7,1091
5,18
14,1588
8,415
8,452
8,165
5,626
6,350
11,1127
10,750
5,486
7,37
16,503
11,5203
12,2496
9,435
7,1271
6,275
10,876
16,10432
14,8494
13,703
7,1476
15,5739
9,239
15,10802
5,295
6,424
6,428
14,340
10,508
7,1090
11,569
7,1294
14,1378
15,1242
16,17708
11,857
14,5007
10,728
6,167
7,459
9,1075
12,5819
7,94
15,13746
6,1080
13,5583
12,2305
7,641
5,87
7,963
14,168
10,1037
7,580
15,350
12,4243
13,3385
14,14223
13,7900
16,8096
6,481
7,844
15,11249
14,6453
15,11675
15,3306
16,10908
5,63
13,951
12,11264
